-0.49948594,-0.5
-0.50936836,-0.5
-0.5143689,-0.5
-0.4897562,-0.5
-0.49791422,-0.5
-0.49989685,-0.5
-0.50047326,-0.5
-0.4980135,-0.5
-0.50741875,-0.5
-0.517289,-0.5
-0.44459492,-0.5
-0.3190406,-0.5
-0.25366408,-0.5
-0.16341646,-0.5
-0.02347481,0
-0.0018449747,0
0.0026047924,0
0.001651189,0
0.0041053747,0
0.0066393516,0
0.011245726,0
0.010828224,0
0.023536319,0
0.022630982,0
0.043524414,0
0.04124862,0
0.18146041,0.1419054419
0.42047623,0.4891739488
0.4344608,0.5
0.19480985,0
0.0020618264,0
0.0010744383,0
0.003830483,0
0.007399491,0
-0.0013485549,0
-0.0030448856,0
-0.000498797,0
-0.0016454335,0
-0.003571562,0
-0.0022267774,0
-0.0021030477,0
-0.0047815535,0
-0.0026779533,0
-0.0002659661,0
0.004219427,0
-0.0015434374,0
-0.006036006,0
-0.0029544448,0
-0.004936454,0
-0.020462502,0
-0.062442657,0
-0.050732244,0
-0.018533919,0
-0.015182331,0
-0.017090421,0
-0.017125737,0
-0.019788267,0
-0.08437578,-0.0984727889
-0.18669192,-0.3263657391
-0.070327275,0
-0.016147142,0
-0.008951233,0
-0.0071656913,0
-0.022534003,0
-0.07249336,-0.1798608303
-0.07641772,-0.2015771717
-0.015982052,0
-0.02091768,0
-0.031836916,0
-0.035753634,-0.3317948282
-0.017760668,-0.2124192715
-0.013013022,0
-0.010794815,0
-0.007691168,0
-0.0062788767,0
-0.0013607752,0
-0.0006601005,0
-0.0011028752,0
-0.0004384949,0
-7.948716E-05,0.1093470156
0.0040038354,0.0930597708
0.0046142437,0
0.006598697,0
0.0064266515,0
0.0059209126,0
0.004851696,0
0.004767268,0
0.0042437697,0
0.0028332174,0
0.0023663957,0
0.0013128819,0
0.0030049817,0
0.0024311359,0
0.001577423,0
0.001631374,0
0.0006721106,0
0.0005563713,0
0.0010475735,0
0.0013948698,0
0.0025790427,0
0.002963543,0
0.0019596373,0
0.0016902746,0
0.0020407299,0
-0.0019990625,0
-0.002580346,0
-0.0040013003,0
-0.001782136,0
-0.0010446401,0
-0.0007404185,0
-0.0016302587,0
-0.0023087081,0
-0.0025515072,0
-0.0017125704,0
0.0026353663,0
0.00098672,0
-0.0016942227,0
-0.0028031215,0
